TimeWindow  TotalIterations  Iterations  Convergence  QNColumns  DeletedQNColumns  DroppedQNColumns  
875  4120  4  1  27  2  0  
876  4123  3  1  26  2  1  
877  4127  4  1  26  2  1  
878  4131  4  1  26  1  2  
879  4135  4  1  26  3  0  
880  4139  4  1  27  2  0  
881  4143  4  1  27  2  1  
882  4147  4  1  27  3  0  
883  4152  5  1  26  5  0  
884  4155  3  1  28  0  0  
885  4160  5  1  26  6  0  
886  4165  5  1  27  3  0  
887  4169  4  1  26  3  1  
888  4174  5  1  26  2  2  
889  4177  3  1  26  1  1  
890  4181  4  1  27  1  1  
891  4185  4  1  26  4  0  
892  4190  5  1  27  3  0  
893  4194  4  1  28  2  0  
894  4197  3  1  28  1  1  
895  4200  3  1  28  1  1  
896  4204  4  1  26  5  0  
897  4208  4  1  27  2  0  
898  4212  4  1  28  2  0  
899  4216  4  1  27  4  0  
900  4220  4  1  26  3  1  
901  4224  4  1  26  3  0  
902  4227  3  1  26  1  1  
903  4231  4  1  26  2  1  
904  4235  4  1  25  2  2  
905  4239  4  1  26  2  0  
906  4244  5  1  27  2  1  
907  4247  3  1  25  2  2  
908  4252  5  1  25  4  0  
909  4256  4  1  23  4  1  
910  4261  5  1  25  2  0  
911  4265  4  1  26  2  0  
912  4270  5  1  27  3  0  
913  4273  3  1  26  2  1  
914  4276  3  1  26  1  1  
915  4280  4  1  27  2  0  
916  4283  3  1  26  2  1  
917  4286  3  1  25  2  1  
918  4289  3  1  26  0  1  
919  4294  5  1  27  3  0  
920  4298  4  1  27  3  0  
921  4302  4  1  29  0  1  
922  4307  5  1  27  6  0  
923  4311  4  1  28  2  0  
924  4316  5  1  28  4  0  
925  4320  4  1  28  3  0  
926  4324  4  1  29  2  0  
927  4327  3  1  28  2  1  
928  4332  5  1  28  3  1  
929  4335  3  1  29  1  0  
930  4339  4  1  27  4  1  
931  4343  4  1  26  4  0  
932  4347  4  1  28  1  0  
933  4351  4  1  28  3  0  
934  4355  4  1  29  2  0  
935  4359  4  1  29  2  1  
936  4362  3  1  29  1  1  
937  4366  4  1  26  4  2  
938  4370  4  1  26  3  0  
939  4373  3  1  26  1  1  
940  4377  4  1  25  3  1  
941  4381  4  1  24  3  1  
942  4384  3  1  24  0  2  
943  4387  3  1  21  3  2  
944  4391  4  1  21  2  1  
945  4395  4  1  22  1  1  
946  4399  4  1  23  1  1  
947  4403  4  1  23  3  0  
948  4408  5  1  23  4  0  
949  4411  3  1  24  1  0  
950  4415  4  1  24  3  0  
951  4419  4  1  24  3  0  
952  4422  3  1  25  1  0  
953  4426  4  1  23  4  1  
954  4430  4  1  23  2  1  
955  4434  4  1  24  2  0  
956  4438  4  1  25  1  1  
957  4442  4  1  24  4  0  
958  4446  4  1  26  1  0  
959  4449  3  1  27  0  1  
960  4453  4  1  26  3  1  
961  4457  4  1  26  2  1  
962  4460  3  1  27  0  1  
963  4464  4  1  25  4  1  
964  4468  4  1  24  4  0  
965  4472  4  1  24  3  0  
966  4475  3  1  25  1  0  
967  4479  4  1  25  3  0  
968  4482  3  1  26  1  0  
969  4485  3  1  26  0  2  
970  4489  4  1  27  1  1  
971  4493  4  1  28  2  0  
972  4496  3  1  28  1  1  
973  4501  5  1  29  3  0  
974  4504  3  1  28  2  1  
975  4508  4  1  28  3  0  
976  4511  3  1  27  1  2  
977  4514  3  1  26  1  2  
978  4518  4  1  27  2  0  
979  4522  4  1  28  2  0  
980  4526  4  1  28  1  2  
981  4529  3  1  28  2  0  
982  4533  4  1  28  3  0  
983  4537  4  1  29  2  0  
984  4541  4  1  30  2  0  
985  4546  5  1  29  5  0  
986  4550  4  1  27  4  1  
987  4554  4  1  29  1  0  
988  4558  4  1  30  1  1  
989  4563  5  1  29  3  2  
990  4568  5  1  31  1  1  
991  4573  5  1  31  3  1  
992  4576  3  1  26  5  2  
993  4582  6  1  28  3  0  
994  4586  4  1  29  2  0  
995  4591  5  1  28  4  1  
996  4596  5  1  30  2  0  
997  4600  4  1  31  1  1  
998  4604  4  1  30  3  1  
999  4608  4  1  29  3  1  
1000  4612  4  1  27  4  1  
1001  4617  5  1  28  2  1  
1002  4622  5  1  29  2  1  
1003  4625  3  1  29  2  0  
1004  4629  4  1  27  3  2  
1005  4632  3  1  28  0  1  
1006  4636  4  1  24  6  1  
1007  4640  4  1  25  1  1  
1008  4645  5  1  26  3  0  
1009  4648  3  1  27  1  0  
1010  4653  5  1  27  4  0  
1011  4657  4  1  29  1  0  
1012  4661  4  1  29  2  1  
1013  4665  4  1  27  3  2  
1014  4669  4  1  25  5  0  
1015  4674  5  1  28  1  0  
1016  4677  3  1  29  1  0  
1017  4682  5  1  28  5  0  
1018  4687  5  1  29  3  0  
1019  4691  4  1  29  2  1  
1020  4695  4  1  29  3  0  
1021  4700  5  1  30  2  1  
1022  4703  3  1  28  2  2  
1023  4707  4  1  27  3  1  
1024  4710  3  1  27  2  0  
1025  4713  3  1  27  2  0  
1026  4718  5  1  26  4  1  
1027  4723  5  1  25  3  2  
1028  4727  4  1  26  0  2  
1029  4730  3  1  25  3  0  
1030  4735  5  1  26  3  0  
1031  4739  4  1  28  1  0  
1032  4743  4  1  29  1  1  
1033  4748  5  1  28  5  0  
1034  4753  5  1  27  4  1  
1035  4757  4  1  26  2  2  
1036  4762  5  1  25  5  0  
1037  4766  4  1  24  3  1  
1038  4770  4  1  23  3  1  
1039  4775  5  1  23  3  1  
1040  4779  4  1  24  1  1  
1041  4784  5  1  22  6  0  
1042  4787  3  1  23  1  0  
1043  4792  5  1  23  4  0  
1044  4796  4  1  24  2  0  
1045  4800  4  1  25  2  0  
1046  4804  4  1  25  3  0  
1047  4809  5  1  25  4  0  
1048  4813  4  1  26  2  0  
1049  4816  3  1  27  1  0  
1050  4820  4  1  27  2  1  
1051  4824  4  1  25  3  2  
1052  4828  4  1  26  1  1  
1053  4833  5  1  27  2  1  
1054  4836  3  1  27  2  0  
1055  4839  3  1  28  1  0  
1056  4843  4  1  27  4  0  
1057  4846  3  1  27  1  1  
1058  4851  5  1  26  5  0  
1059  4855  4  1  29  0  0  
1060  4860  5  1  31  2  0  
1061  4864  4  1  30  4  0  
1062  4868  4  1  31  2  0  
1063  4874  6  1  33  3  0  
1064  4878  4  1  31  4  1  
1065  4882  4  1  32  1  1  
1066  4887  5  1  33  3  0  
1067  4891  4  1  31  4  1  
1068  4895  4  1  29  3  2  
1069  4900  5  1  31  2  0  
1070  4904  4  1  30  4  0  
1071  4908  4  1  30  3  0  
1072  4912  4  1  29  3  1  
1073  4915  3  1  29  1  1  
1074  4919  4  1  30  2  0  
1075  4923  4  1  30  2  1  
1076  4928  5  1  30  4  0  
1077  4933  5  1  27  6  1  
1078  4938  5  1  28  1  2  
1079  4942  4  1  27  3  1  
1080  4947  5  1  27  4  0  
1081  4950  3  1  26  2  1  
1082  4954  4  1  26  2  1  
1083  4958  4  1  26  3  0  
1084  4962  4  1  26  2  1  
1085  4966  4  1  24  5  0  
1086  4971  5  1  26  2  0  
1087  4974  3  1  26  1  1  
1088  4978  4  1  27  2  0  
1089  4982  4  1  28  2  0  
1090  4985  3  1  28  0  2  
1091  4989  4  1  27  3  1  
1092  4994  5  1  27  4  0  
1093  4999  5  1  29  2  0  
1094  5004  5  1  29  4  0  
1095  5008  4  1  30  2  0  
1096  5012  4  1  31  2  0  
1097  5016  4  1  30  4  0  
1098  5020  4  1  31  2  0  
1099  5023  3  1  31  2  0  
1100  5026  3  1  32  1  0  
1101  5030  4  1  30  3  2  
1102  5035  5  1  31  3  0  
1103  5039  4  1  29  4  1  
1104  5044  5  1  30  2  1  
1105  5048  4  1  28  3  2  
1106  5052  4  1  29  2  0  
1107  5056  4  1  30  2  0  
1108  5060  4  1  30  2  1  
1109  5064  4  1  28  3  2  
1110  5068  4  1  27  1  3  
1111  5071  3  1  26  1  2  
1112  5076  5  1  25  5  0  
1113  5080  4  1  26  2  0  
1114  5084  4  1  25  3  1  
1115  5089  5  1  25  4  0  
1116  5094  5  1  26  3  0  
1117  5098  4  1  26  3  0  
1118  5102  4  1  28  1  0  
1119  5106  4  1  28  2  1  
1120  5110  4  1  28  2  1  
1121  5114  4  1  25  6  0  
1122  5118  4  1  25  1  2  
1123  5123  5  1  25  4  0  
1124  5128  5  1  25  4  0  
1125  5132  4  1  25  2  1  
1126  5138  6  1  28  2  0  
1127  5144  6  1  30  3  0  
1128  5149  5  1  28  6  0  
1129  5153  4  1  30  1  0  
1130  5157  4  1  30  2  1  
1131  5161  4  1  29  3  1  
1132  5166  5  1  29  3  1  
1133  5170  4  1  28  4  0  
1134  5175  5  1  29  2  1  
1135  5178  3  1  29  1  1  
1136  5182  4  1  28  4  0  
1137  5187  5  1  26  5  1  
1138  5192  5  1  25  5  0  
1139  5197  5  1  26  3  0  
1140  5202  5  1  27  3  0  
1141  5206  4  1  28  2  0  
1142  5210  4  1  26  3  2  
1143  5215  5  1  27  2  1  
1144  5219  4  1  27  1  2  
1145  5223  4  1  27  3  0  
1146  5228  5  1  27  4  0  
1147  5232  4  1  28  2  0  
1148  5236  4  1  28  2  1  
1149  5239  3  1  28  2  0  
1150  5244  5  1  28  3  1  
1151  5249  5  1  29  3  0  
1152  5253  4  1  29  3  0  
1153  5258  5  1  28  5  0  
1154  5261  3  1  29  0  1  
1155  5265  4  1  29  3  0  
1156  5270  5  1  29  2  2  
1157  5274  4  1  29  3  0  
1158  5279  5  1  30  2  1  
1159  5282  3  1  30  2  0  
1160  5286  4  1  29  4  0  
1161  5291  5  1  29  3  1  
1162  5296  5  1  28  5  0  
1163  5301  5  1  28  4  0  
1164  5306  5  1  28  3  1  
1165  5310  4  1  29  1  1  
1166  5315  5  1  27  5  1  
1167  5319  4  1  27  3  0  
1168  5324  5  1  28  0  3  
1169  5328  4  1  28  3  0  
1170  5333  5  1  29  3  0  
1171  5338  5  1  29  4  0  
1172  5342  4  1  28  4  0  
1173  5346  4  1  28  3  0  
1174  5350  4  1  29  1  1  
1175  5354  4  1  30  2  0  
1176  5358  4  1  29  3  1  
1177  5362  4  1  29  2  1  
1178  5366  4  1  29  2  1  
1179  5370  4  1  28  4  0  
1180  5374  4  1  28  2  1  
1181  5378  4  1  28  2  1  
1182  5381  3  1  28  1  1  
1183  5386  5  1  30  2  0  
1184  5390  4  1  28  5  0  
1185  5394  4  1  30  1  0  
1186  5399  5  1  30  4  0  
1187  5404  5  1  30  2  2  
1188  5410  6  1  30  4  1  
1189  5413  3  1  29  1  2  
1190  5417  4  1  28  4  0  
1191  5421  4  1  27  3  1  
1192  5425  4  1  26  4  0  
1193  5428  3  1  27  1  0  
1194  5433  5  1  27  3  1  
1195  5438  5  1  28  3  0  
1196  5442  4  1  24  5  2  
1197  5446  4  1  25  2  0  
1198  5449  3  1  24  1  2  
1199  5454  5  1  25  3  0  
1200  5458  4  1  26  1  1  
1201  5462  4  1  26  3  0  
1202  5467  5  1  29  1  0  
1203  5470  3  1  28  3  0  
1204  5474  4  1  27  4  0  
1205  5478  4  1  29  1  0  
1206  5483  5  1  31  1  1  
1207  5487  4  1  29  4  1  
1208  5491  4  1  29  2  1  
1209  5495  4  1  29  2  1  
1210  5500  5  1  30  2  1  
1211  5503  3  1  30  1  1  
1212  5508  5  1  31  2  1  
1213  5511  3  1  31  1  1  
1214  5516  5  1  30  5  0  
1215  5520  4  1  30  2  1  
1216  5524  4  1  29  4  0  
1217  5529  5  1  32  1  0  
1218  5533  4  1  30  3  2  
1219  5537  4  1  28  4  1  
1220  5541  4  1  29  1  1  
1221  5545  4  1  28  3  1  
1222  5550  5  1  29  3  0  
1223  5554  4  1  29  2  1  
1224  5559  5  1  31  1  1  
1225  5563  4  1  30  3  1  
1226  5567  4  1  30  2  1  
1227  5570  3  1  30  1  1  
1228  5574  4  1  29  3  1  
1229  5577  3  1  29  2  0  
1230  5581  4  1  28  4  0  
1231  5584  3  1  29  0  1  
1232  5589  5  1  28  4  1  
1233  5593  4  1  27  3  1  
1234  5597  4  1  29  1  0  
1235  5601  4  1  29  3  0  
1236  5605  4  1  29  3  0  
1237  5609  4  1  30  2  0  
1238  5612  3  1  29  3  0  
1239  5616  4  1  30  2  0  
1240  5620  4  1  29  4  0  
1241  5624  4  1  31  1  0  
1242  5627  3  1  29  2  2  
1243  5630  3  1  29  1  1  
1244  5635  5  1  30  3  0  
1245  5639  4  1  32  1  0  
1246  5643  4  1  31  4  0  
1247  5646  3  1  32  1  0  
1248  5651  5  1  31  4  1  
1249  5655  4  1  30  3  1  
1250  5659  4  1  29  3  1  
1251  5663  4  1  30  2  0  
1252  5669  6  1  30  3  2  
1253  5673  4  1  30  2  1  
1254  5678  5  1  31  3  0  
1255  5682  4  1  28  6  0  
1256  5686  4  1  31  0  0  
1257  5690  4  1  33  0  1  
1258  5693  3  1  33  2  0  
1259  5696  3  1  32  1  2  
1260  5701  5  1  33  3  0  
1261  5705  4  1  33  3  0  
1262  5709  4  1  31  3  2  
1263  5714  5  1  30  3  2  
1264  5718  4  1  30  3  0  
1265  5721  3  1  30  2  0  
1266  5725  4  1  29  3  1  
1267  5729  4  1  28  4  0  
1268  5733  4  1  29  2  0  
1269  5738  5  1  30  2  1  
1270  5741  3  1  28  2  2  
1271  5745  4  1  28  3  0  
1272  5748  3  1  28  1  1  
1273  5752  4  1  27  3  1  
1274  5756  4  1  27  1  2  
1275  5759  3  1  27  1  1  
1276  5762  3  1  27  2  0  
1277  5766  4  1  27  3  0  
1278  5770  4  1  29  0  1  
1279  5774  4  1  29  3  0  
1280  5779  5  1  27  6  0  
1281  5783  4  1  30  0  0  
1282  5787  4  1  30  3  0  
1283  5791  4  1  29  4  0  
1284  5794  3  1  30  1  0  
1285  5798  4  1  31  2  0  
1286  5802  4  1  28  4  2  
1287  5806  4  1  30  1  0  
1288  5810  4  1  28  3  2  
1289  5815  5  1  26  6  0  
1290  5818  3  1  27  1  0  
1291  5822  4  1  26  4  0  
1292  5827  5  1  23  7  0  
1293  5832  5  1  25  2  0  
1294  5837  5  1  29  0  0  
1295  5842  5  1  30  3  0  
1296  5845  3  1  30  2  0  
1297  5850  5  1  30  4  0  
1298  5854  4  1  31  2  0  
1299  5858  4  1  31  2  1  
1300  5861  3  1  31  1  1  
1301  5865  4  1  29  3  2  
1302  5870  5  1  31  2  0  
1303  5874  4  1  30  2  2  
1304  5879  5  1  31  2  1  
1305  5883  4  1  32  2  0  
1306  5888  5  1  32  4  0  
1307  5892  4  1  32  2  1  
1308  5895  3  1  31  2  1  
1309  5899  4  1  29  5  0  
1310  5903  4  1  29  2  1  
1311  5906  3  1  27  1  3  
1312  5911  5  1  28  3  0  
1313  5915  4  1  27  3  1  
1314  5920  5  1  26  3  2  
1315  5924  4  1  25  3  1  
1316  5928  4  1  27  1  0  
1317  5933  5  1  27  4  0  
1318  5937  4  1  28  2  0  
1319  5941  4  1  26  5  0  
1320  5946  5  1  26  4  0  
1321  5950  4  1  27  2  0  
1322  5954  4  1  29  1  0  
1323  5958  4  1  28  3  1  
1324  5963  5  1  30  2  0  
1325  5966  3  1  29  2  1  
1326  5970  4  1  29  3  0  
1327  5973  3  1  30  0  1  
1328  5977  4  1  30  2  1  
1329  5982  5  1  29  4  1  
1330  5986  4  1  29  3  0  
1331  5991  5  1  29  3  1  
1332  5995  4  1  31  1  0  
1333  5999  4  1  29  5  0  
1334  6004  5  1  28  3  2  
1335  6008  4  1  28  1  2  
1336  6012  4  1  26  4  1  
1337  6017  5  1  25  4  1  
1338  6021  4  1  26  2  0  
1339  6025  4  1  28  0  1  
1340  6028  3  1  28  1  1  
1341  6033  5  1  29  3  0  
1342  6037  4  1  28  2  2  
1343  6041  4  1  28  2  1  
1344  6045  4  1  29  1  1  
1345  6048  3  1  27  2  2  
1346  6052  4  1  27  2  1  
1347  6055  3  1  27  1  1  
1348  6059  4  1  27  2  1  
1349  6063  4  1  28  2  0  
1350  6067  4  1  27  4  0  
1351  6071  4  1  28  2  0  
1352  6074  3  1  29  1  0  
1353  6079  5  1  29  4  0  
1354  6083  4  1  30  2  0  
1355  6087  4  1  27  6  0  
1356  6092  5  1  28  3  0  
1357  6096  4  1  29  1  1  
1358  6100  4  1  27  4  1  
1359  6105  5  1  28  3  0  
1360  6110  5  1  27  5  0  
1361  6114  4  1  30  0  0  
1362  6118  4  1  30  3  0  
1363  6122  4  1  30  3  0  
1364  6126  4  1  29  4  0  
1365  6130  4  1  31  1  0  
1366  6133  3  1  31  1  1  
1367  6137  4  1  29  5  0  
1368  6140  3  1  28  1  2  
1369  6144  4  1  29  1  1  
1370  6148  4  1  28  3  1  
1371  6152  4  1  27  2  2  
1372  6157  5  1  28  3  0  
1373  6161  4  1  28  2  1  
1374  6165  4  1  29  2  0  
1375  6170  5  1  28  3  2  
1376  6174  4  1  28  3  0  
1377  6177  3  1  28  1  1  
1378  6180  3  1  27  2  1  
1379  6184  4  1  28  2  0  
1380  6187  3  1  28  2  0  
1381  6191  4  1  29  2  0  
1382  6196  5  1  28  4  1  
1383  6201  5  1  28  3  1  
1384  6206  5  1  29  3  0  
1385  6211  5  1  29  4  0  
1386  6215  4  1  29  2  1  
1387  6220  5  1  28  4  1  
1388  6225  5  1  30  2  0  
1389  6230  5  1  31  3  0  
1390  6234  4  1  30  4  0  
1391  6238  4  1  29  4  0  
1392  6242  4  1  29  3  0  
1393  6246  4  1  29  3  0  
1394  6249  3  1  29  1  1  
1395  6253  4  1  27  2  3  
1396  6257  4  1  27  2  1  
1397  6262  5  1  27  4  0  
1398  6266  4  1  27  2  1  
1399  6270  4  1  27  2  1  
1400  6274  4  1  27  2  1  
1401  6278  4  1  28  1  1  
1402  6283  5  1  26  3  3  
1403  6287  4  1  27  1  1  
1404  6291  4  1  28  1  1  
1405  6294  3  1  28  1  1  
1406  6298  4  1  28  2  1  
1407  6303  5  1  28  4  0  
1408  6308  5  1  29  3  0  
1409  6312  4  1  28  3  1  
1410  6317  5  1  30  2  0  
1411  6322  5  1  30  4  0  
1412  6326  4  1  29  4  0  
1413  6329  3  1  29  1  1  
1414  6335  6  1  29  4  1  
1415  6339  4  1  26  4  2  
1416  6343  4  1  26  2  1  
1417  6348  5  1  26  4  0  
1418  6352  4  1  27  2  0  
1419  6357  5  1  27  3  1  
1420  6361  4  1  25  4  1  
1421  6366  5  1  28  0  1  
1422  6370  4  1  27  3  1  
1423  6374  4  1  28  1  1  
1424  6379  5  1  29  3  0  
1425  6383  4  1  29  2  1  
1426  6387  4  1  29  2  1  
1427  6390  3  1  29  2  0  
1428  6394  4  1  27  4  1  
1429  6398  4  1  28  2  0  
1430  6402  4  1  28  2  1  
1431  6406  4  1  28  3  0  
1432  6409  3  1  29  1  0  
1433  6413  4  1  28  3  1  
1434  6418  5  1  29  3  0  
1435  6421  3  1  30  1  0  
1436  6425  4  1  29  4  0  
1437  6429  4  1  30  1  1  
1438  6433  4  1  31  2  0  
1439  6436  3  1  30  3  0  
1440  6441  5  1  30  4  0  
1441  6446  5  1  31  3  0  
1442  6450  4  1  32  2  0  
1443  6454  4  1  33  2  0  
1444  6458  4  1  33  3  0  
1445  6463  5  1  35  2  0  
1446  6467  4  1  34  3  1  
1447  6472  5  1  34  3  1  
1448  6476  4  1  33  3  1  
1449  6480  4  1  33  2  1  
1450  6483  3  1  33  1  1  
1451  6487  4  1  30  3  3  
1452  6491  4  1  31  2  0  
1453  6495  4  1  28  5  1  
1454  6498  3  1  27  1  2  
1455  6502  4  1  26  2  2  
1456  6507  5  1  26  4  0  
1457  6511  4  1  27  2  0  
1458  6515  4  1  30  0  0  
1459  6519  4  1  30  2  1  
1460  6522  3  1  29  2  1  
1461  6525  3  1  30  0  1  
1462  6529  4  1  28  4  1  
1463  6532  3  1  28  1  1  
1464  6536  4  1  29  2  0  
1465  6540  4  1  30  2  0  
1466  6544  4  1  30  3  0  
1467  6548  4  1  30  3  0  
1468  6552  4  1  30  2  1  
1469  6555  3  1  30  1  1  
1470  6558  3  1  31  0  1  
1471  6563  5  1  32  3  0  
1472  6568  5  1  31  4  1  
1473  6571  3  1  31  0  2  
1474  6574  3  1  31  2  0  
1475  6578  4  1  31  3  0  
1476  6583  5  1  31  3  1  
1477  6586  3  1  32  0  1  
1478  6591  5  1  31  4  1  
1479  6595  4  1  32  2  0  
1480  6598  3  1  31  3  0  
1481  6602  4  1  30  3  1  
1482  6606  4  1  31  1  1  
1483  6610  4  1  30  4  0  
1484  6614  4  1  29  3  1  
1485  6618  4  1  29  2  1  
1486  6623  5  1  31  2  0  
1487  6626  3  1  32  0  1  
1488  6630  4  1  30  5  0  
1489  6634  4  1  30  3  0  
1490  6639  5  1  31  3  0  
1491  6644  5  1  34  1  0  
1492  6648  4  1  34  3  0  
1493  6652  4  1  34  3  0  
1494  6656  4  1  33  3  1  
1495  6660  4  1  34  1  1  
1496  6665  5  1  31  5  2  
1497  6669  4  1  31  2  1  
1498  6673  4  1  31  3  0  
1499  6677  4  1  31  1  2  
1500  6682  5  1  30  4  1  
1501  6687  5  1  29  5  0  
1502  6692  5  1  28  3  2  
1503  6697  5  1  27  3  2  
1504  6702  5  1  28  3  0  
1505  6706  4  1  29  2  0  
1506  6710  4  1  29  3  0  
1507  6715  5  1  31  2  0  
1508  6719  4  1  30  4  0  
1509  6725  6  1  31  2  2  
1510  6728  3  1  30  2  1  
1511  6733  5  1  32  2  0  
1512  6737  4  1  32  3  0  
1513  6741  4  1  32  2  1  
1514  6745  4  1  32  3  0  
1515  6749  4  1  32  3  0  
1516  6753  4  1  32  2  1  
1517  6757  4  1  30  5  0  
1518  6761  4  1  30  3  0  
1519  6765  4  1  30  3  0  
1520  6770  5  1  31  2  1  
1521  6773  3  1  31  2  0  
1522  6776  3  1  29  2  2  
1523  6781  5  1  28  4  1  
1524  6785  4  1  29  1  1  
1525  6789  4  1  30  2  0  
1526  6794  5  1  32  2  0  
1527  6799  5  1  31  5  0  
1528  6803  4  1  31  3  0  
1529  6807  4  1  30  3  1  
1530  6811  4  1  30  3  0  
1531  6815  4  1  30  2  1  
1532  6818  3  1  28  3  1  
1533  6822  4  1  29  1  1  
1534  6826  4  1  28  4  0  
1535  6830  4  1  27  3  1  
1536  6834  4  1  27  1  2  
1537  6838  4  1  29  0  1  
1538  6842  4  1  29  2  1  
1539  6845  3  1  30  1  0  
1540  6849  4  1  30  3  0  
1541  6853  4  1  31  2  0  
1542  6857  4  1  32  2  0  
1543  6861  4  1  31  3  1  
1544  6865  4  1  30  4  0  
1545  6868  3  1  29  1  2  
1546  6872  4  1  27  3  2  
1547  6877  5  1  27  4  0  
1548  6880  3  1  28  1  0  
1549  6885  5  1  28  4  0  
1550  6890  5  1  30  2  0  
1551  6895  5  1  30  4  0  
1552  6899  4  1  32  1  0  
1553  6903  4  1  31  3  1  
1554  6908  5  1  30  5  0  
1555  6913  5  1  31  3  0  
1556  6918  5  1  32  3  0  
1557  6921  3  1  32  1  1  
1558  6925  4  1  33  2  0  
1559  6929  4  1  33  2  1  
1560  6934  5  1  33  3  1  
1561  6938  4  1  32  4  0  
1562  6942  4  1  30  3  2  
1563  6947  5  1  32  1  1  
1564  6952  5  1  33  3  0  
1565  6957  5  1  32  4  1  
1566  6960  3  1  31  2  1  
1567  6964  4  1  33  1  0  
1568  6967  3  1  31  1  3  
1569  6971  4  1  31  2  1  
1570  6975  4  1  29  5  0  
1571  6980  5  1  31  2  0  
1572  6985  5  1  30  5  0  
1573  6989  4  1  32  0  1  
1574  6994  5  1  31  3  2  
1575  6998  4  1  32  2  0  
1576  7002  4  1  32  2  1  
1577  7007  5  1  31  5  0  
1578  7011  4  1  28  5  1  
1579  7016  5  1  26  5  1  
1580  7020  4  1  26  2  1  
1581  7024  4  1  26  2  1  
1582  7029  5  1  26  3  1  
1583  7034  5  1  27  3  0  
1584  7037  3  1  26  2  1  
1585  7042  5  1  27  2  1  
1586  7046  4  1  25  4  1  
1587  7049  3  1  25  1  1  
1588  7053  4  1  25  3  0  
1589  7058  5  1  26  3  0  
1590  7063  5  1  28  2  0  
1591  7066  3  1  29  1  0  
